PPE GROUP,SUBGROUP,GRAP DESCRIPTION,ITEM BARCODE NUMBER,ITEM DESCRIPTION,MODEL,REGISTRATION/SERIAL NUMBER,WIDTH,GRADING,DIAMETRE,LENGTH,ITEM CONDITION,LIFE SPAN/MONTHS,QUANTITY,IN USE,GIS_ID,TOWN NAME,LAT_START,LONG_START,LAT_END,LONG_END,STAND NUMBER,STREET NAME,LAND DESCRIPTION,BUILDING DESCRIPTION,FLOOR NUMBER,ROOM BARCODE NUMBER,ROOM NAME,DEPARTMENT
INFRASTRUCTURE,WATER,PIPELINE,WL1180,90mm PVC,N/A,N/A,N/A,N/A,90,54.71,FAIR,240,N/A,IN USE,WL1180,PETSANA,"27° 48' 25.334"" S "," 28° 26' 47.764"" N "," 27° 48' 25.679"" S "," 28° 26' 45.804"" N",1321,30 AVE,N/A,N/A,N/A,N/A,N/A,WATER
INFRASTRUCTURE,WATER,PIPELINE,WL1181,90mm PVC,N/A,N/A,N/A,N/A,90,76.60,FAIR,240,N/A,IN USE,WL1181,PETSANA,"27° 48' 25.679"" S "," 28° 26' 45.804"" N "," 27° 48' 26.163"" S "," 28° 26' 43.060"" N",1322,40 AVE,N/A,N/A,N/A,N/A,N/A,WATER
INFRASTRUCTURE,WATER,PIPELINE,WL1182,90mm PVC,N/A,N/A,N/A,N/A,90,31.83,FAIR,240,N/A,IN USE,WL1182,PETSANA,"27° 48' 26.163"" S "," 28° 26' 43.060"" N "," 27° 48' 26.364"" S "," 28° 26' 41.919"" N",1323,39 AVE,N/A,N/A,N/A,N/A,N/A,WATER
INFRASTRUCTURE,WATER,PIPELINE,WL1183,90mm PVC,N/A,N/A,N/A,N/A,90,43.71,FAIR,240,N/A,IN USE,WL1183,PETSANA,"27° 48' 26.364"" S "," 28° 26' 41.919"" N "," 27° 48' 26.640"" S "," 28° 26' 40.353"" N",1324,38 AVE,N/A,N/A,N/A,N/A,N/A,WATER
INFRASTRUCTURE,WATER,PIPELINE,WL1184,90mm PVC,N/A,N/A,N/A,N/A,90,103.72,FAIR,240,N/A,IN USE,WL1184,PETSANA,"27° 48' 27.269"" S "," 28° 26' 36.631"" N "," 27° 48' 26.640"" S "," 28° 26' 40.353"" N",1325,37 AVE,N/A,N/A,N/A,N/A,N/A,WATER
INFRASTRUCTURE,WATER,PIPELINE,WL1185,90mm PVC,N/A,N/A,N/A,N/A,90,127.46,FAIR,240,N/A,IN USE,WL1185,PETSANA,"27° 48' 6.932"" S "," 28° 26' 38.897"" N "," 27° 48' 11.006"" S "," 28° 26' 39.718"" N",1326,37 AVE,N/A,N/A,N/A,N/A,N/A,WATER
INFRASTRUCTURE,WATER,PIPELINE,WL1186,90mm PVC,N/A,N/A,N/A,N/A,90,29.42,FAIR,240,N/A,IN USE,WL1186,PETSANA,"27° 48' 11.006"" S "," 28° 26' 39.718"" N "," 27° 48' 11.943"" S "," 28° 26' 39.927"" N",1327,36 AVE,N/A,N/A,N/A,N/A,N/A,WATER
INFRASTRUCTURE,WATER,PIPELINE,WL1187,90mm PVC,N/A,N/A,N/A,N/A,90,147.62,FAIR,240,N/A,IN USE,WL1187,PETSANA,"27° 48' 11.943"" S "," 28° 26' 39.927"" N "," 27° 48' 16.646"" S "," 28° 26' 40.977"" N",13,29 AVE,N/A,N/A,N/A,N/A,N/A,WATER
INFRASTRUCTURE,WATER,PIPELINE,WL1188,90mm PVC,N/A,N/A,N/A,N/A,90,129.68,FAIR,240,N/A,IN USE,WL1188,PETSANA,"27° 48' 16.646"" S "," 28° 26' 40.977"" N "," 27° 48' 20.780"" S "," 28° 26' 41.882"" N",1400,41 AVE,N/A,N/A,N/A,N/A,N/A,WATER
INFRASTRUCTURE,WATER,PIPELINE,WL1189,90mm PVC,N/A,N/A,N/A,N/A,90,168.84,FAIR,240,N/A,IN USE,WL1189,PETSANA,"27° 48' 20.780"" S "," 28° 26' 41.882"" N "," 27° 48' 26.163"" S "," 28° 26' 43.060"" N",1401,34 AVE,N/A,N/A,N/A,N/A,N/A,WATER
INFRASTRUCTURE,WATER,PIPELINE,WL1190,90mm PVC,N/A,N/A,N/A,N/A,90,106.54,FAIR,240,N/A,IN USE,WL1190,PETSANA,"27° 48' 26.163"" S "," 28° 26' 43.060"" N "," 27° 48' 29.560"" S "," 28° 26' 43.797"" N",1402,33 AVE,N/A,N/A,N/A,N/A,N/A,WATER
INFRASTRUCTURE,WATER,PIPELINE,WL1191,90mm PVC,N/A,N/A,N/A,N/A,90,94.80,FAIR,240,N/A,IN USE,WL1191,PETSANA,"27° 48' 14.152"" S "," 28° 26' 37.237"" N "," 27° 48' 17.171"" S "," 28° 26' 37.915"" N",1403,32 AVE,N/A,N/A,N/A,N/A,N/A,WATER
INFRASTRUCTURE,WATER,PIPELINE,WL1192,90mm PVC,N/A,N/A,N/A,N/A,90,97.04,FAIR,240,N/A,IN USE,WL1192,PETSANA,"27° 48' 17.171"" S "," 28° 26' 37.915"" N "," 27° 48' 20.262"" S "," 28° 26' 38.610"" N",1404,1 AVE,N/A,N/A,N/A,N/A,N/A,WATER
INFRASTRUCTURE,WATER,PIPELINE,WL1193,90mm PVC,N/A,N/A,N/A,N/A,90,74.20,FAIR,240,N/A,IN USE,WL1193,PETSANA,"27° 48' 20.262"" S "," 28° 26' 38.610"" N "," 27° 48' 22.604"" S "," 28° 26' 39.245"" N",1405,103 AVE,N/A,N/A,N/A,N/A,N/A,WATER
INFRASTRUCTURE,WATER,PIPELINE,WL1194,90mm PVC,N/A,N/A,N/A,N/A,90,61.85,FAIR,240,N/A,IN USE,WL1194,PETSANA,"27° 48' 22.604"" S "," 28° 26' 39.245"" N "," 27° 48' 24.556"" S "," 28° 26' 39.781"" N",1406,104 AVE,N/A,N/A,N/A,N/A,N/A,WATER
INFRASTRUCTURE,WATER,PIPELINE,WL1195,90mm PVC,N/A,N/A,N/A,N/A,90,66.06,FAIR,240,N/A,IN USE,WL1195,PETSANA,"27° 48' 24.556"" S "," 28° 26' 39.781"" N "," 27° 48' 26.640"" S "," 28° 26' 40.353"" N",1407,105 AVE,N/A,N/A,N/A,N/A,N/A,WATER
INFRASTRUCTURE,WATER,PIPELINE,WL1196,90mm PVC,N/A,N/A,N/A,N/A,90,66.42,FAIR,240,N/A,IN USE,WL1196,PETSANA,"27° 48' 26.640"" S "," 28° 26' 40.353"" N "," 27° 48' 28.744"" S "," 28° 26' 40.889"" N",1408,106 AVE,N/A,N/A,N/A,N/A,N/A,WATER
INFRASTRUCTURE,WATER,PIPELINE,WL1197,90mm PVC,N/A,N/A,N/A,N/A,90,177.05,FAIR,240,N/A,IN USE,WL1197,PETSANA,"27° 48' 26.215"" S "," 28° 26' 33.589"" N "," 27° 48' 24.556"" S "," 28° 26' 39.781"" N",1409,107 AVE,N/A,N/A,N/A,N/A,N/A,WATER
INFRASTRUCTURE,WATER,PIPELINE,WL1198,90mm PVC,N/A,N/A,N/A,N/A,90,254.77,FAIR,240,N/A,IN USE,WL1198,PETSANA,"27° 48' 25.067"" S "," 28° 26' 30.361"" N "," 27° 48' 22.604"" S "," 28° 26' 39.245"" N",140,108 AVE,N/A,N/A,N/A,N/A,N/A,WATER
INFRASTRUCTURE,WATER,PIPELINE,WL1199,90mm PVC,N/A,N/A,N/A,N/A,90,312.03,FAIR,240,N/A,IN USE,WL1199,PETSANA,"27° 48' 16.427"" S "," 28° 26' 26.131"" N "," 27° 48' 14.152"" S "," 28° 26' 37.237"" N",1410,109 AVE,N/A,N/A,N/A,N/A,N/A,WATER
INFRASTRUCTURE,WATER,PIPELINE,WL1200,90mm PVC,N/A,N/A,N/A,N/A,90,87.82,FAIR,240,N/A,IN USE,WL1200,PETSANA,"27° 48' 17.064"" S "," 28° 26' 23.005"" N "," 27° 48' 16.427"" S "," 28° 26' 26.131"" N",1411,111 AVE,N/A,N/A,N/A,N/A,N/A,WATER
INFRASTRUCTURE,WATER,PIPELINE,WL1201,90mm PVC,N/A,N/A,N/A,N/A,90,150.05,FAIR,240,N/A,IN USE,WL1201,PETSANA,"27° 48' 12.115"" S "," 28° 26' 38.462"" N "," 27° 48' 16.890"" S "," 28° 26' 39.553"" N",1412,113 AVE,N/A,N/A,N/A,N/A,N/A,WATER
INFRASTRUCTURE,WATER,PIPELINE,WL1202,90mm PVC,N/A,N/A,N/A,N/A,90,298.85,FAIR,240,N/A,IN USE,WL1202,PETSANA,"27° 48' 16.890"" S "," 28° 26' 39.553"" N "," 27° 48' 26.364"" S "," 28° 26' 41.919"" N",1413,114 AVE,N/A,N/A,N/A,N/A,N/A,WATER
INFRASTRUCTURE,WATER,PIPELINE,WL1203,90mm PVC,N/A,N/A,N/A,N/A,90,76.43,FAIR,240,N/A,IN USE,WL1203,PETSANA,"27° 48' 19.921"" S "," 28° 26' 46.377"" N "," 27° 48' 19.374"" S "," 28° 26' 49.100"" N",1414,123 AVE,N/A,N/A,N/A,N/A,N/A,WATER
INFRASTRUCTURE,WATER,PIPELINE,WL1204,90mm PVC,N/A,N/A,N/A,N/A,90,49.13,FAIR,240,N/A,IN USE,WL1204,PETSANA,"27° 48' 20.256"" S "," 28° 26' 44.623"" N "," 27° 48' 19.921"" S "," 28° 26' 46.377"" N",1415,127 AVE,N/A,N/A,N/A,N/A,N/A,WATER
INFRASTRUCTURE,WATER,PIPELINE,WL1205,90mm PVC,N/A,N/A,N/A,N/A,90,76.75,FAIR,240,N/A,IN USE,WL1205,PETSANA,"27° 48' 20.780"" S "," 28° 26' 41.882"" N "," 27° 48' 20.256"" S "," 28° 26' 44.623"" N",1416,112 AVE,N/A,N/A,N/A,N/A,N/A,WATER
INFRASTRUCTURE,WATER,PIPELINE,WL1206,90mm PVC,N/A,N/A,N/A,N/A,90,83.33,FAIR,240,N/A,IN USE,WL1206,PETSANA,"27° 48' 16.427"" S "," 28° 26' 26.131"" N "," 27° 48' 19.105"" S "," 28° 26' 26.567"" N",1417,110 AVE,N/A,N/A,N/A,N/A,N/A,WATER
INFRASTRUCTURE,WATER,PIPELINE,WL1207,90mm PVC,N/A,N/A,N/A,N/A,90,450.17,FAIR,240,N/A,IN USE,WL1207,PETSANA,"27° 48' 19.105"" S "," 28° 26' 26.567"" N "," 27° 48' 20.262"" S "," 28° 26' 38.610"" N",1418,27 AVE,N/A,N/A,N/A,N/A,N/A,WATER
INFRASTRUCTURE,WATER,PIPELINE,WL1208,90mm PVC,N/A,N/A,N/A,N/A,90,60.21,FAIR,240,N/A,IN USE,WL1208,PETSANA,"27° 48' 14.087"" S "," 28° 26' 53.282"" N "," 27° 48' 13.661"" S "," 28° 26' 55.428"" N",1433,26AVE,N/A,N/A,N/A,N/A,N/A,WATER
INFRASTRUCTURE,WATER,PIPELINE,WL1209,90mm PVC,N/A,N/A,N/A,N/A,90,44.70,FAIR,240,N/A,IN USE,WL1209,PETSANA,"27° 48' 14.404"" S "," 28° 26' 51.689"" N "," 27° 48' 14.087"" S "," 28° 26' 53.282"" N",1434,16 AVE,N/A,N/A,N/A,N/A,N/A,WATER
INFRASTRUCTURE,WATER,PIPELINE,WL1210,90mm PVC,N/A,N/A,N/A,N/A,90,101.41,FAIR,240,N/A,IN USE,WL1210,PETSANA,"27° 48' 15.123"" S "," 28° 26' 48.074"" N "," 27° 48' 14.404"" S "," 28° 26' 51.689"" N",1435,18 AVE,N/A,N/A,N/A,N/A,N/A,WATER
INFRASTRUCTURE,WATER,PIPELINE,WL1211,90mm PVC,N/A,N/A,N/A,N/A,90,103.43,FAIR,240,N/A,IN USE,WL1211,PETSANA,"27° 48' 16.394"" S "," 28° 26' 48.371"" N "," 27° 48' 15.763"" S "," 28° 26' 52.082"" N",1436,20 AVE,N/A,N/A,N/A,N/A,N/A,WATER
INFRASTRUCTURE,WATER,PIPELINE,WL1212,90mm PVC,N/A,N/A,N/A,N/A,90,64.88,FAIR,240,N/A,IN USE,WL1212,PETSANA,"27° 48' 18.170"" S "," 28° 26' 50.331"" N "," 27° 48' 17.687"" S "," 28° 26' 52.638"" N",1437,17 AVE,N/A,N/A,N/A,N/A,N/A,WATER
INFRASTRUCTURE,WATER,PIPELINE,WL1213,90mm PVC,N/A,N/A,N/A,N/A,90,31.32,FAIR,240,N/A,IN USE,WL1213,PETSANA,"27° 48' 18.086"" S "," 28° 26' 49.191"" N "," 27° 48' 18.170"" S "," 28° 26' 50.331"" N",1438,19 AVE,N/A,N/A,N/A,N/A,N/A,WATER
INFRASTRUCTURE,WATER,PIPELINE,WL1214,90mm PVC,N/A,N/A,N/A,N/A,90,39.88,FAIR,240,N/A,IN USE,WL1214,PETSANA,"27° 47' 52.564"" S "," 28° 27' 2.020"" N "," 27° 47' 52.298"" S "," 28° 27' 3.446"" N",1439,28 AVE,N/A,N/A,N/A,N/A,N/A,WATER
INFRASTRUCTURE,WATER,PIPELINE,WL1215,90mm PVC,N/A,N/A,N/A,N/A,90,39.64,FAIR,240,N/A,IN USE,WL1215,PETSANA,"27° 47' 54.734"" S "," 28° 27' 2.616"" N "," 27° 47' 54.443"" S "," 28° 27' 4.026"" N",143,14 AVE,N/A,N/A,N/A,N/A,N/A,WATER
INFRASTRUCTURE,WATER,PIPELINE,WL1216,90mm PVC,N/A,N/A,N/A,N/A,90,41.81,FAIR,240,N/A,IN USE,WL1216,PETSANA,"27° 47' 56.966"" S "," 28° 27' 3.267"" N "," 27° 47' 56.651"" S "," 28° 27' 4.752"" N",1440,58 AVE,N/A,N/A,N/A,N/A,N/A,WATER
INFRASTRUCTURE,WATER,PIPELINE,WL1217,90mm PVC,N/A,N/A,N/A,N/A,90,157.60,FAIR,240,N/A,IN USE,WL1217,PETSANA,"27° 48' 4.121"" S "," 28° 27' 1.347"" N "," 27° 48' 6.691"" S "," 28° 27' 4.973"" N",1441,59 AVE,N/A,N/A,N/A,N/A,N/A,WATER
INFRASTRUCTURE,WATER,PIPELINE,WL1234,90mm PVC,N/A,N/A,N/A,N/A,90,72.87,FAIR,240,N/A,IN USE,WL1234,PETSANA,"27° 48' 23.341"" S "," 28° 27' 10.989"" N "," 27° 48' 22.406"" S "," 28° 27' 13.434"" N",1263,GEMSBOK STR,N/A,N/A,N/A,N/A,N/A,WATER
INFRASTRUCTURE,WATER,PIPELINE,WL1236,90mm PVC,N/A,N/A,N/A,N/A,90,65.13,FAIR,240,N/A,IN USE,WL1236,PETSANA,"27° 48' 24.588"" S "," 28° 27' 7.134"" N "," 27° 48' 23.948"" S "," 28° 27' 9.401"" N",1266,77 AVE,N/A,N/A,N/A,N/A,N/A,WATER
INFRASTRUCTURE,WATER,PIPELINE,WL1237,90mm PVC,N/A,N/A,N/A,N/A,90,107.52,FAIR,240,N/A,IN USE,WL1237,PETSANA,"27° 48' 25.622"" S "," 28° 27' 3.383"" N "," 27° 48' 24.588"" S "," 28° 27' 7.134"" N",1267,72 AVE,N/A,N/A,N/A,N/A,N/A,WATER
INFRASTRUCTURE,WATER,PIPELINE,WL1238,90mm PVC,N/A,N/A,N/A,N/A,90,68.03,FAIR,240,N/A,IN USE,WL1238,PETSANA,"27° 48' 26.297"" S "," 28° 27' 1.017"" N "," 27° 48' 25.622"" S "," 28° 27' 3.383"" N",1268,66 AVE,N/A,N/A,N/A,N/A,N/A,WATER
INFRASTRUCTURE,WATER,PIPELINE,WL1239,90mm PVC,N/A,N/A,N/A,N/A,90,46.73,FAIR,240,N/A,IN USE,WL1239,PETSANA,"27° 48' 26.757"" S "," 28° 26' 59.391"" N "," 27° 48' 26.297"" S "," 28° 27' 1.017"" N",1268,129 AVE,N/A,N/A,N/A,N/A,N/A,WATER
INFRASTRUCTURE,WATER,PIPELINE,WL1240,90mm PVC,N/A,N/A,N/A,N/A,90,52.19,FAIR,240,N/A,IN USE,WL1240,PETSANA,"27° 48' 27.256"" S "," 28° 26' 57.568"" N "," 27° 48' 26.757"" S "," 28° 26' 59.391"" N",1269,68 AVE,N/A,N/A,N/A,N/A,N/A,WATER
INFRASTRUCTURE,WATER,PIPELINE,WL1241,90mm PVC,N/A,N/A,N/A,N/A,90,65.38,FAIR,240,N/A,IN USE,WL1241,PETSANA,"27° 48' 27.881"" S "," 28° 26' 55.286"" N "," 27° 48' 27.256"" S "," 28° 26' 57.568"" N",126,65 AVE,N/A,N/A,N/A,N/A,N/A,WATER
INFRASTRUCTURE,WATER,PIPELINE,WL1242,90mm PVC,N/A,N/A,N/A,N/A,90,44.39,FAIR,240,N/A,IN USE,WL1242,PETSANA,"27° 48' 28.280"" S "," 28° 26' 53.728"" N "," 27° 48' 27.881"" S "," 28° 26' 55.286"" N",1271,70 AVE,N/A,N/A,N/A,N/A,N/A,WATER
INFRASTRUCTURE,WATER,PIPELINE,WL1243,90mm PVC,N/A,N/A,N/A,N/A,90,459.13,FAIR,240,N/A,IN USE,WL1243,PETSANA,"27° 48' 18.436"" S "," 28° 27' 12.308"" N "," 27° 48' 20.604"" S "," 28° 27' 12.923"" N",1273,68 AVE,N/A,N/A,N/A,N/A,N/A,WATER
INFRASTRUCTURE,WATER,PIPELINE,WL1253,90mm PVC,N/A,N/A,N/A,N/A,90,256.33,FAIR,240,N/A,IN USE,WL1253,PETSANA,"27° 48' 20.388"" S "," 28° 27' 22.517"" N "," 27° 48' 22.406"" S "," 28° 27' 13.434"" N",1433,STEYN STR,N/A,N/A,N/A,N/A,N/A,WATER
INFRASTRUCTURE,WATER,PIPELINE,WL1256,90mm PVC,N/A,N/A,N/A,N/A,90,200.13,FAIR,240,N/A,IN USE,WL1256,PETSANA,"27° 47' 53.335"" S "," 28° 27' 31.902"" N "," 27° 47' 57.822"" S "," 28° 27' 28.206"" N",1436,SAREL CILLIERS STR,N/A,N/A,N/A,N/A,N/A,WATER
INFRASTRUCTURE,WATER,PIPELINE,WL1257,90mm PVC,N/A,N/A,N/A,N/A,90,62.65,FAIR,240,N/A,IN USE,WL1257,PETSANA,"27° 47' 57.822"" S "," 28° 27' 28.206"" N "," 27° 47' 59.793"" S "," 28° 27' 28.776"" N",1437,C.R.SWART STR,N/A,N/A,N/A,N/A,N/A,WATER
INFRASTRUCTURE,WATER,PIPELINE,WL1259,90mm PVC,N/A,N/A,N/A,N/A,90,62.01,FAIR,240,N/A,IN USE,WL1259,PETSANA,"27° 47' 59.793"" S "," 28° 27' 28.776"" N "," 27° 48' 1.743"" S "," 28° 27' 29.341"" N",1439,STEYN STR,N/A,N/A,N/A,N/A,N/A,WATER
INFRASTRUCTURE,WATER,PIPELINE,WL1346,90mm PVC,N/A,N/A,N/A,N/A,90,1.78,FAIR,240,N/A,IN USE,WL1346,PETSANA,"27° 48' 12.902"" S "," 28° 27' 17.741"" N "," 27° 48' 12.846"" S "," 28° 27' 17.725"" N",12,SAREL CILLIERS STR,N/A,N/A,N/A,N/A,N/A,WATER
INFRASTRUCTURE,WATER,PIPELINE,WL1362,90mm PVC,N/A,N/A,N/A,N/A,90,83.94,FAIR,240,N/A,IN USE,WL1362,PETSANA,"27° 47' 43.573"" S "," 28° 27' 23.931"" N "," 27° 47' 42.038"" S "," 28° 27' 26.465"" N",3668,29 AVE,N/A,N/A,N/A,N/A,N/A,WATER
INFRASTRUCTURE,WATER,PIPELINE,WL1363,90mm PVC,N/A,N/A,N/A,N/A,90,562.29,FAIR,240,N/A,IN USE,WL1363,PETSANA,"27° 48' 15.872"" S "," 28° 27' 12.516"" N "," 27° 48' 11.402"" S "," 28° 27' 32.429"" N",98,33 AVE,N/A,N/A,N/A,N/A,N/A,WATER
INFRASTRUCTURE,WATER,PIPELINE,WL1364,90mm PVC,N/A,N/A,N/A,N/A,90,23.99,FAIR,240,N/A,IN USE,WL1364,PETSANA,"27° 48' 15.550"" S "," 28° 27' 13.950"" N "," 27° 48' 16.312"" S "," 28° 27' 14.133"" N",1433,26 AVE,N/A,N/A,N/A,N/A,N/A,WATER
INFRASTRUCTURE,WATER,PIPELINE,WL1365,90mm PVC,N/A,N/A,N/A,N/A,90,223.35,FAIR,240,N/A,IN USE,WL1365,PETSANA,"27° 48' 23.976"" S "," 28° 27' 6.993"" N "," 27° 48' 26.090"" S "," 28° 26' 59.189"" N",1520,84 AVE,N/A,N/A,N/A,N/A,N/A,WATER
INFRASTRUCTURE,WATER,PIPELINE,WL1369,90mm PVC,N/A,N/A,N/A,N/A,90,91.21,FAIR,240,N/A,IN USE,WL1369,PETSANA,"27° 48' 16.622"" S "," 28° 27' 14.186"" N "," 27° 48' 17.933"" S "," 28° 27' 12.723"" N",1360,73 AVE,N/A,N/A,N/A,N/A,N/A,WATER
INFRASTRUCTURE,WATER,PIPELINE,WL920,90mm PVC,N/A,N/A,N/A,N/A,90,99.25,FAIR,240,N/A,IN USE,WL920,PETSANA,"27° 48' 12.326"" S "," 28° 26' 18.667"" N "," 27° 48' 12.846"" S "," 28° 26' 22.245"" N",1186,PRESIDENT STR,N/A,N/A,N/A,N/A,N/A,WATER
INFRASTRUCTURE,WATER,PIPELINE,WL1075,90mm PVC,N/A,N/A,N/A,N/A,90,237.15,FAIR,240,N/A,IN USE,WL1075,PETSANA,"27° 48' 23.976"" S "," 28° 27' 6.993"" N "," 27° 48' 26.547"" S "," 28° 26' 59.327"" N",121,108 AVE,N/A,N/A,N/A,N/A,N/A,WATER
INFRASTRUCTURE,WATER,PIPELINE,WL1076,90mm PVC,N/A,N/A,N/A,N/A,90,168.94,FAIR,240,N/A,IN USE,WL1076,PETSANA,"27° 48' 26.547"" S "," 28° 26' 59.327"" N "," 27° 48' 28.160"" S "," 28° 26' 53.429"" N",1220,109 AVE,N/A,N/A,N/A,N/A,N/A,WATER
INFRASTRUCTURE,WATER,PIPELINE,WL1119,90mm PVC,N/A,N/A,N/A,N/A,90,627.06,FAIR,240,N/A,IN USE,WL1119,PETSANA,"27° 48' 28.789"" S "," 28° 26' 50.693"" N "," 27° 48' 33.356"" S "," 28° 26' 32.963"" N",125,1 AVE,N/A,N/A,N/A,N/A,N/A,WATER
INFRASTRUCTURE,WATER,PIPELINE,WL1122,90mm PVC,N/A,N/A,N/A,N/A,90,622.91,FAIR,240,N/A,IN USE,WL1122,PETSANA,"27° 48' 29.669"" S "," 28° 26' 31.364"" N "," 27° 48' 39.535"" S "," 28° 26' 13.828"" N",1262,21 AVE,N/A,N/A,N/A,N/A,N/A,WATER
INFRASTRUCTURE,WATER,PIPELINE,WL1123,90mm PVC,N/A,N/A,N/A,N/A,90,64.58,FAIR,240,N/A,IN USE,WL1123,PETSANA,"27° 48' 31.498"" S "," 28° 26' 32.483"" N "," 27° 48' 29.669"" S "," 28° 26' 31.364"" N",1263,6 AVE,N/A,N/A,N/A,N/A,N/A,WATER
INFRASTRUCTURE,WATER,PIPELINE,WL1124,90mm PVC,N/A,N/A,N/A,N/A,90,58.81,FAIR,240,N/A,IN USE,WL1124,PETSANA,"27° 48' 33.356"" S "," 28° 26' 32.963"" N "," 27° 48' 31.498"" S "," 28° 26' 32.483"" N",1264,8 AVE,N/A,N/A,N/A,N/A,N/A,WATER
INFRASTRUCTURE,WATER,PIPELINE,WL1125,90mm PVC,N/A,N/A,N/A,N/A,90,60.18,FAIR,240,N/A,IN USE,WL1125,PETSANA,"27° 48' 35.268"" S "," 28° 26' 33.420"" N "," 27° 48' 33.356"" S "," 28° 26' 32.963"" N",1265,20 AVE,N/A,N/A,N/A,N/A,N/A,WATER
INFRASTRUCTURE,WATER,PIPELINE,WL1126,90mm PVC,N/A,N/A,N/A,N/A,90,120.89,FAIR,240,N/A,IN USE,WL1126,PETSANA,"27° 48' 39.194"" S "," 28° 26' 33.466"" N "," 27° 48' 35.268"" S "," 28° 26' 33.420"" N",1266,NYWERHEID STR,N/A,N/A,N/A,N/A,N/A,WATER
INFRASTRUCTURE,WATER,PIPELINE,WL1164,90mm PVC,N/A,N/A,N/A,N/A,90,77.37,FAIR,240,N/A,IN USE,WL1164,PETSANA,"27° 48' 28.789"" S "," 28° 26' 50.693"" N "," 27° 48' 28.160"" S "," 28° 26' 53.429"" N",12,50 A,N/A,N/A,N/A,N/A,N/A,WATER
INFRASTRUCTURE,WATER,PIPELINE,WL1235,90mm PVC,N/A,N/A,N/A,N/A,90,47.33,FAIR,240,N/A,IN USE,WL1235,PETSANA,"27° 48' 23.948"" S "," 28° 27' 9.401"" N "," 27° 48' 23.341"" S "," 28° 27' 10.989"" N",1264,STEENBOK STR,N/A,N/A,N/A,N/A,N/A,WATER
INFRASTRUCTURE,WATER,PIPELINE,WL1244,90mm PVC,N/A,N/A,N/A,N/A,90,68.85,FAIR,240,N/A,IN USE,WL1244,PETSANA,"27° 48' 20.604"" S "," 28° 27' 12.923"" N "," 27° 48' 18.436"" S "," 28° 27' 12.308"" N",1275,71 AVE,N/A,N/A,N/A,N/A,N/A,WATER
INFRASTRUCTURE,WATER,PIPELINE,WL1245,90mm PVC,N/A,N/A,N/A,N/A,90,898.49,FAIR,240,N/A,IN USE,WL1245,PETSANA,"27° 48' 18.641"" S "," 28° 27' 43.024"" N "," 27° 48' 20.604"" S "," 28° 27' 12.923"" N",1276,69 AVE,N/A,N/A,N/A,N/A,N/A,WATER
INFRASTRUCTURE,WATER,PIPELINE,WL1370,90mm PVC,N/A,N/A,N/A,N/A,90,224.16,FAIR,240,N/A,IN USE,WL1370,PETSANA,"27° 48' 17.933"" S "," 28° 27' 12.723"" N "," 27° 48' 22.806"" S "," 28° 27' 6.659"" N",1439,86 AVE,N/A,N/A,N/A,N/A,N/A,WATER
INFRASTRUCTURE,WATER,PIPELINE,WL1350,110mm PVC,N/A,N/A,N/A,N/A,110,543.88,FAIR,240,N/A,IN USE,WL1350,ARLINGTON,"28° 1' 50.697"" S "," 27° 51' 4.793"" N "," 28° 1' 50.599"" S "," 27° 51' 24.702"" N",1303,KERK STR,N/A,N/A,N/A,N/A,N/A,WATER
INFRASTRUCTURE,WATER,PIPELINE,WL1351,110mm PVC,N/A,N/A,N/A,N/A,110,368.23,FAIR,240,N/A,IN USE,WL1351,ARLINGTON,"28° 1' 53.309"" S "," 27° 51' 4.781"" N "," 28° 1' 55.126"" S "," 27° 51' 16.155"" N",1304,DE JAGER STR,N/A,N/A,N/A,N/A,N/A,WATER
INFRASTRUCTURE,WATER,PIPELINE,WL1352,110mm PVC,N/A,N/A,N/A,N/A,110,317.16,FAIR,240,N/A,IN USE,WL1352,ARLINGTON,"28° 1' 55.258"" S "," 27° 51' 4.793"" N "," 28° 1' 55.201"" S "," 27° 51' 16.403"" N",1305,ZUIDER STR,N/A,N/A,N/A,N/A,N/A,WATER
INFRASTRUCTURE,WATER,PIPELINE,WL1353,110mm PVC,N/A,N/A,N/A,N/A,110,219.96,FAIR,240,N/A,IN USE,WL1353,ARLINGTON,"28° 1' 53.241"" S "," 27° 51' 16.724"" N "," 28° 1' 53.209"" S "," 27° 51' 24.776"" N",1306,AMPER STR,N/A,N/A,N/A,N/A,N/A,WATER
INFRASTRUCTURE,WATER,PIPELINE,WL1354,110mm PVC,N/A,N/A,N/A,N/A,110,239.28,FAIR,240,N/A,IN USE,WL1354,ARLINGTON,"28° 1' 54.904"" S "," 27° 51' 16.210"" N "," 28° 1' 55.085"" S "," 27° 51' 24.721"" N",1307,PAPENFUS STR,N/A,N/A,N/A,N/A,N/A,WATER
INFRASTRUCTURE,WATER,PIPELINE,WL1269,160mm RAW WATER,N/A,N/A,N/A,N/A,160,739.93,FAIR,240,N/A,IN USE,WL1269,ARLINGTON,"28° 1' 40.566"" S "," 27° 50' 40.217"" N "," 28° 1' 46.302"" S "," 27° 51' 0.150"" N",552,43 AVE,N/A,N/A,N/A,N/A,N/A,WATER
